# no y_p (polarization efficiency) factor has been applied here
# the best-fit y_p = 1.000934985
# this should be applied to TE and to EE (squared) for any comparison to ACT data
# columns (all units are uK^2):
# [ell]	[D_ell^TT]	[D_ell^TE]	[D_ell^EE]
1.700000000000000000e+02 4.653983414708787677e+03 -3.766697121437842810e+01 8.514474581388430385e-01
1.710000000000000000e+02 4.679918986453011712e+03 -3.719448415903818983e+01 8.419950583180116910e-01
1.720000000000000000e+02 4.705502430628513139e+03 -3.669607428861644394e+01 8.324826710380079930e-01
1.730000000000000000e+02 4.730725066585016066e+03 -3.617172390807322557e+01 8.229345282637011705e-01
1.740000000000000000e+02 4.755578081962638862e+03 -3.562143172675973091e+01 8.133757586320523592e-01
1.750000000000000000e+02 4.780052530789268530e+03 -3.504521313523020609e+01 8.038323983834909647e-01
1.760000000000000000e+02 4.804139331577948724e+03 -3.444310048205354491e+01 7.943314022932884688e-01
1.770000000000000000e+02 4.827829265424264122e+03 -3.381514335062532695e+01 7.849006546029361209e-01
1.780000000000000000e+02 4.851112974103712986e+03 -3.316140883597936551e+01 7.755689799515180782e-01
1.790000000000000000e+02 4.873980958169100631e+03 -3.248198182159966052e+01 7.663661543070876547e-01
1.800000000000000000e+02 4.896424181217960722e+03 -3.177695655085484105e+01 7.573218772426151268e-01
1.810000000000000000e+02 4.918435940381836190e+03 -3.104641001386669785e+01 7.484625745761510629e-01
1.820000000000000000e+02 4.940010141211361770e+03 -3.029042697185530741e+01 7.398143619783361657e-01
1.830000000000000000e+02 4.961140705195082774e+03 -2.950910871541446312e+01 7.314040678436339871e-01
1.840000000000000000e+02 4.981821570089523448e+03 -2.870257330925954165e+01 7.232592403960902416e-01
1.850000000000000000e+02 5.002046690249231688e+03 -2.787095583697520951e+01 7.154081547950889020e-01
1.860000000000000000e+02 5.021810036956825570e+03 -2.701440864576324685e+01 7.078798202411077378e-01
1.870000000000000000e+02 5.041105598753058985e+03 -2.613310159119031084e+01 7.007039870814767424e-01
1.880000000000000000e+02 5.059927381766869985e+03 -2.522722228193576299e+01 6.939111539161348929e-01
1.890000000000000000e+02 5.078269410045428231e+03 -2.429697632453941480e+01 6.875325747033858015e-01
1.900000000000000000e+02 5.096125725884198800e+03 -2.334258756814933733e+01 6.816002658656568070e-01
1.910000000000000000e+02 5.113490390156988724e+03 -2.236429834926963167e+01 6.761470133952535155e-01
1.920000000000000000e+02 5.130357482646001699e+03 -2.136236973650822790e+01 6.712063799601177827e-01
1.930000000000000000e+02 5.146721102371890083e+03 -2.033708177532466976e+01 6.668127120095852511e-01
1.940000000000000000e+02 5.162575367923805970e+03 -1.928873373277788872e+01 6.630011468801407792e-01
1.950000000000000000e+02 5.177914417789470463e+03 -1.821764434227402774e+01 6.598076199011770893e-01
1.960000000000000000e+02 5.192732410685199284e+03 -1.712415204831415849e+01 6.572688715007495297e-01
1.970000000000000000e+02 5.207023525885982053e+03 -1.600861525124214779e+01 6.554224543113352786e-01
1.980000000000000000e+02 5.220781963555518814e+03 -1.487141255199238543e+01 6.543067402755883277e-01
1.990000000000000000e+02 5.234001945076281118e+03 -1.371294299683759732e+01 6.539609277520974651e-01
2.000000000000000000e+02 5.246677713379565830e+03 -1.253362632213662486e+01 6.544250486211431461e-01
2.010000000000000000e+02 5.258803937177102853e+03 -1.133388196418855465e+01 6.557380778075020400e-01
2.020000000000000000e+02 5.270376955147171429e+03 -1.011406390895973750e+01 6.579320965859724035e-01
2.030000000000000000e+02 5.281393621362034537e+03 -8.874521655175836798e+00 6.610377255723155487e-01
2.040000000000000000e+02 5.291850910888337239e+03 -7.615621211756218756e+00 6.650859863211938672e-01
2.050000000000000000e+02 5.301745921310888662e+03 -6.337745279801562326e+00 6.701083028235844674e-01
2.060000000000000000e+02 5.311075874256455791e+03 -5.041293434581522348e+00 6.761365030041910362e-01
2.070000000000000000e+02 5.319838116917556363e+03 -3.726682307522387383e+00 6.832028202188604737e-01
2.080000000000000000e+02 5.328030123576253573e+03 -2.394345768194703350e+00 6.913398947519939775e-01
2.090000000000000000e+02 5.335649497127944414e+03 -1.044735106300926919e+00 7.005807753139613459e-01
2.100000000000000000e+02 5.342693970605158938e+03 3.216807863369224307e-01 7.109589205385156152e-01
2.110000000000000000e+02 5.349161408701337677e+03 1.704415233789626116e+00 7.225082004802049207e-01
2.120000000000000000e+02 5.355049809294641818e+03 3.102963594033111061e+00 7.352628981117880214e-01
2.130000000000000000e+02 5.360357304971736085e+03 4.516803076960813179e+00 7.492577108216457171e-01
2.140000000000000000e+02 5.365082164551576170e+03 5.945392562396032865e+00 7.645277519111967068e-01
2.150000000000000000e+02 5.369222794609213452e+03 7.388172418104274719e+00 7.811085520923091163e-01
2.160000000000000000e+02 5.372777740999573325e+03 8.844564317805613030e+00 7.990360609847161344e-01
2.170000000000000000e+02 5.375745690381262648e+03 1.031397105918705925e+01 8.183466486134282070e-01
2.180000000000000000e+02 5.378125471740345347e+03 1.179577638191488376e+01 8.390771069061468967e-01
2.190000000000000000e+02 5.379916057914148041e+03 1.328934478564699795e+01 8.612646511906786317e-01
2.200000000000000000e+02 5.381116567115046564e+03 1.479402134804530000e+01 8.849469216923485648e-01
2.210000000000000000e+02 5.381726264454255215e+03 1.630913154278802324e+01 9.101619850314139892e-01
2.220000000000000000e+02 5.381744563465630563e+03 1.783398105758210761e+01 9.369483357204776430e-01
2.230000000000000000e+02 5.381171027629444325e+03 1.936785561217552143e+01 9.653448976619015687e-01
2.240000000000000000e+02 5.380005515439511328e+03 2.091005806771184439e+01 9.953883800932521453e-01
2.250000000000000000e+02 5.378248622810021516e+03 2.246002278243642536e+01 1.027105153460810438e+00
2.260000000000000000e+02 5.375901272066083948e+03 2.401720825705499962e+01 1.060518854044373516e+00
2.270000000000000000e+02 5.372964572812170445e+03 2.558106041167014411e+01 1.095652977780654513e+00
2.280000000000000000e+02 5.369439823797663848e+03 2.715101249258253446e+01 1.132530875461759345e+00
2.290000000000000000e+02 5.365328514782429011e+03 2.872648497909219145e+01 1.171175747933668854e+00
2.300000000000000000e+02 5.360632328402371968e+03 3.030688549029981260e+01 1.211610641294719182e+00
2.310000000000000000e+02 5.355353142034998200e+03 3.189160869190794045e+01 1.253858442094081038e+00
2.320000000000000000e+02 5.349493029664983624e+03 3.348003620302230132e+01 1.297941872530241181e+00
2.330000000000000000e+02 5.343054263749728307e+03 3.507153650295306591e+01 1.343883485649483012e+00
2.340000000000000000e+02 5.336039317084920185e+03 3.666546483801602108e+01 1.391705660544365175e+00
2.350000000000000000e+02 5.328450864670103329e+03 3.826116312833400457e+01 1.441430597552203929e+00
2.360000000000000000e+02 5.320291785574226196e+03 3.985795987463797729e+01 1.493080313453552188e+00
2.370000000000000000e+02 5.311565164801218089e+03 4.145517006506843671e+01 1.546676636670679450e+00
2.380000000000000000e+02 5.302274295155545587e+03 4.305209508197663126e+01 1.602241202466054615e+00
2.390000000000000000e+02 5.292422679107772638e+03 4.464802260872576056e+01 1.659795448140823693e+00
2.400000000000000000e+02 5.282014030660122444e+03 4.624222653649237458e+01 1.719360608233291066e+00
2.410000000000000000e+02 5.271052277212045738e+03 4.783396687106749567e+01 1.780957709717400306e+00
2.420000000000000000e+02 5.259541561425774489e+03 4.942248963965798936e+01 1.844607567201214327e+00
2.430000000000000000e+02 5.247486243091888355e+03 5.100702679768777159e+01 1.910330778125394202e+00
2.440000000000000000e+02 5.234890900994873846e+03 5.258679613559908006e+01 1.978147717961682650e+00
2.450000000000000000e+02 5.221760334778694414e+03 5.416100118565379518e+01 2.048078535411381740e+00
2.460000000000000000e+02 5.208099566812341436e+03 5.572883112873458344e+01 2.120143147603833711e+00
2.470000000000000000e+02 5.193913844055400659e+03 5.728946070114630373e+01 2.194361235294902013e+00
2.480000000000000000e+02 5.179208639923616829e+03 5.884205010141714354e+01 2.270752238065452122e+00
2.490000000000000000e+02 5.163989656154451950e+03 6.038574489709998971e+01 2.349335349519829030e+00
2.500000000000000000e+02 5.148262627600307496e+03 6.191972804354587367e+01 2.430126899917086192e+00
2.510000000000000000e+02 5.132032720264392083e+03 6.344337946178797694e+01 2.513132346463377687e+00
2.520000000000000000e+02 5.115305102141662246e+03 6.495612549081273812e+01 2.598353811356425069e+00
2.530000000000000000e+02 5.098085138645519692e+03 6.645738761085377178e+01 2.685792643003835689e+00
2.540000000000000000e+02 5.080378394096517695e+03 6.794658244984967155e+01 2.775449406225438675e+00
2.550000000000000000e+02 5.062190633211043860e+03 6.942312178990151494e+01 2.867323872455623590e+00
2.560000000000000000e+02 5.043527822590014694e+03 7.088641257373055282e+01 2.961415009945671528e+00
2.570000000000000000e+02 5.024396132207565643e+03 7.233585691113582072e+01 3.057720973966099542e+00
2.580000000000000000e+02 5.004801936899740213e+03 7.377085208545177863e+01 3.156239097008984196e+00
2.590000000000000000e+02 4.984751817853181819e+03 7.519079056000586547e+01 3.256965878990308205e+00
2.600000000000000000e+02 4.964252564093824731e+03 7.659505998457626674e+01 3.359896977452290212e+00
2.610000000000000000e+02 4.943311173975579550e+03 7.798304320184938376e+01 3.465027197765723432e+00
2.620000000000000000e+02 4.921934856669034161e+03 7.935411825387751605e+01 3.572350483332308979e+00
2.630000000000000000e+02 4.900131033650133759e+03 8.070765838853657215e+01 3.681859905786994069e+00
2.640000000000000000e+02 4.877907340188879061e+03 8.204303206598356724e+01 3.793547655200307567e+00
2.650000000000000000e+02 4.855271626838010889e+03 8.335960296511430556e+01 3.907405030280692859e+00
