# no y_p (polarization efficiency) factor has been applied here
# the best-fit y_p = 1.005842680
# this should be applied to TE and to EE (squared) for any comparison to ACT data
# columns (all units are uK^2):
# [ell]   [D_ell^TT]      [D_ell^TE]    [D_ell^EE]
1.050000000000000000e+02 2.876337333807623963e+03 -2.524735700451788389e+01 7.471223666692758947e-01
1.060000000000000000e+02 2.909097295040287918e+03 -2.585349493517982111e+01 7.589796785062630224e-01
1.070000000000000000e+02 2.942022534614621691e+03 -2.645648092326799272e+01 7.706206122820372650e-01
1.080000000000000000e+02 2.975104712786198434e+03 -2.705577450442753218e+01 7.820323662689574462e-01
1.090000000000000000e+02 3.008334241007719811e+03 -2.765082894732982766e+01 7.932020967526390853e-01
1.100000000000000000e+02 3.041701838607533318e+03 -2.824109824324038698e+01 8.041172858796953316e-01
1.110000000000000000e+02 3.075203515210592741e+03 -2.882605876540335288e+01 8.147668874323136246e-01
1.120000000000000000e+02 3.108836153945314891e+03 -2.940519067883086635e+01 8.251403382039453893e-01
1.130000000000000000e+02 3.142595947604984303e+03 -2.997797156709954436e+01 8.352272172316076437e-01
1.140000000000000000e+02 3.176478374274718135e+03 -3.054387665149226905e+01 8.450172546141772045e-01
1.150000000000000000e+02 3.210478172958444702e+03 -3.110237901014009410e+01 8.545003403306857814e-01
1.160000000000000000e+02 3.244589319205872471e+03 -3.165294979716409784e+01 8.636665330586152933e-01
1.170000000000000000e+02 3.278805000739461775e+03 -3.219505846181716180e+01 8.725060689921909640e-01
1.180000000000000000e+02 3.313117593081400173e+03 -3.272817296762593031e+01 8.810093706606779707e-01
1.190000000000000000e+02 3.347518635180569618e+03 -3.325176001153258909e+01 8.891670557466750946e-01
1.200000000000000000e+02 3.381998805039520903e+03 -3.376528524303670764e+01 8.969699459044094825e-01
1.210000000000000000e+02 3.416547895341446747e+03 -3.426821348333714923e+01 9.044090755780317403e-01
1.220000000000000000e+02 3.451154789077151690e+03 -3.476000894447387424e+01 9.114757008199106947e-01
1.230000000000000000e+02 3.485808716441265915e+03 -3.524014111857786702e+01 9.181616195145690940e-01
1.240000000000000000e+02 3.520503240936112888e+03 -3.570810274491226721e+01 9.244601549219533254e-01
1.250000000000000000e+02 3.555232687398358394e+03 -3.616339432952133137e+01 9.303653022704317932e-01
1.260000000000000000e+02 3.589990887600790302e+03 -3.660551892103892158e+01 9.358714386240384320e-01
1.270000000000000000e+02 3.624771165960095459e+03 -3.703398237444175578e+01 9.409733341508537130e-01
1.280000000000000000e+02 3.659566325244619293e+03 -3.744829361480254448e+01 9.456661633913817644e-01
1.290000000000000000e+02 3.694368632282137696e+03 -3.784796490104329791e+01 9.499455165269293788e-01
1.300000000000000000e+02 3.729169803667623455e+03 -3.823251208968859771e+01 9.538074106479830228e-01
1.310000000000000000e+02 3.763960991471021316e+03 -3.860145489861880463e+01 9.572483010225893985e-01
1.320000000000000000e+02 3.798732768945008502e+03 -3.895431717082330891e+01 9.602650923647328973e-01
1.330000000000000000e+02 3.833475116232767959e+03 -3.929062713815375929e+01 9.628551501027137194e-01
1.340000000000000000e+02 3.868177406075757062e+03 -3.960991768507737021e+01 9.650163116475276581e-01
1.350000000000000000e+02 3.902828389521470854e+03 -3.991172661243005138e+01 9.667468976612424436e-01
1.360000000000000000e+02 3.937416181631219388e+03 -4.019559690116979311e+01 9.680457233253779714e-01
1.370000000000000000e+02 3.971929265668412427e+03 -4.046108133379203053e+01 9.689122864435973925e-01
1.380000000000000000e+02 4.006359653194550447e+03 -4.070775633999382848e+01 9.693473298652082182e-01
1.390000000000000000e+02 4.040700025401021321e+03 -4.093521009050385118e+01 9.693523588969997773e-01
1.400000000000000000e+02 4.074942736214286015e+03 -4.114303855668048726e+01 9.689294819666366410e-01
1.410000000000000000e+02 4.109079804468123257e+03 -4.133084580192385005e+01 9.680814230134385800e-01
1.420000000000000000e+02 4.143102906075897408e+03 -4.149824427308808339e+01 9.668115338791587465e-01
1.430000000000000000e+02 4.177003366202812686e+03 -4.164485509189342594e+01 9.651238066987647413e-01
1.440000000000000000e+02 4.210772151438175570e+03 -4.177030834633841039e+01 9.630228862912180166e-01
1.450000000000000000e+02 4.244399861967653123e+03 -4.187424338211200592e+01 9.605140825502525015e-01
1.460000000000000000e+02 4.277876723745533127e+03 -4.195630909400579611e+01 9.576033828351560029e-01
1.470000000000000000e+02 4.311192580666984213e+03 -4.201616421732616402e+01 9.542974643615489416e-01
1.480000000000000000e+02 4.344336886740306909e+03 -4.205347761930634931e+01 9.506037065921634222e-01
1.490000000000000000e+02 4.377298698259209232e+03 -4.206792859051874700e+01 9.465302036276246334e-01
1.500000000000000000e+02 4.410066665975049546e+03 -4.205920713628697882e+01 9.420857765972289188e-01
1.510000000000000000e+02 4.442629027269106700e+03 -4.202701426809804985e+01 9.372799860497244007e-01
1.520000000000000000e+02 4.474973598324834711e+03 -4.197106229501458330e+01 9.321231443440902709e-01
1.530000000000000000e+02 4.507088648492781431e+03 -4.189107601152883831e+01 9.266261863009775945e-01
1.540000000000000000e+02 4.538965631296261563e+03 -4.178679577204619733e+01 9.208002415530580631e-01
1.550000000000000000e+02 4.570596693494501778e+03 -4.165797525908084253e+01 9.146570458897523848e-01
1.560000000000000000e+02 4.601973812394399829e+03 -4.150438090599953966e+01 9.082090909959683600e-01
1.570000000000000000e+02 4.633088792515765817e+03 -4.132579219299944384e+01 9.014696361210106090e-01
1.580000000000000000e+02 4.663933262256524358e+03 -4.112200194308565671e+01 8.944527197474877456e-01
1.590000000000000000e+02 4.694498670557939477e+03 -4.089281661804907486e+01 8.871731712602226594e-01
1.600000000000000000e+02 4.724776283569829502e+03 -4.063805661444391859e+01 8.796466226151604673e-01
1.610000000000000000e+02 4.754757181315796515e+03 -4.035755655956553767e+01 8.718895200082784624e-01
1.620000000000000000e+02 4.784432254358436694e+03 -4.005116560742808929e+01 8.639191355444935105e-01
1.630000000000000000e+02 4.813792200464558846e+03 -3.971874773474213782e+01 8.557535789065716658e-01
1.640000000000000000e+02 4.842827521270410216e+03 -3.936018203689247485e+01 8.474118090240377876e-01
1.650000000000000000e+02 4.871528518946889562e+03 -3.897536302391573315e+01 8.389136457420827142e-01
1.660000000000000000e+02 4.899885292864769326e+03 -3.856420091647807880e+01 8.302797814904737672e-01
1.670000000000000000e+02 4.927887736259915982e+03 -3.812662194185291753e+01 8.215317929524621476e-01
1.680000000000000000e+02 4.955525532898503116e+03 -3.766256862989859400e+01 8.126921527336927742e-01
1.690000000000000000e+02 4.982788153742238137e+03 -3.717200010903606966e+01 8.037842410311127894e-01
1.700000000000000000e+02 5.009664853613578089e+03 -3.665489240222663625e+01 7.948323573018812871e-01
1.710000000000000000e+02 5.036145360437532872e+03 -3.611123246092532213e+01 7.858610076172571901e-01
1.720000000000000000e+02 5.062222014439134909e+03 -3.554099908906562888e+01 7.768926756142886525e-01
1.730000000000000000e+02 5.087887801754807697e+03 -3.494418098825212127e+01 7.679498871786551994e-01
1.740000000000000000e+02 5.113135677406028663e+03 -3.432078314501086425e+01 7.590559266781324865e-01
